Percentile,All Majors,General Agriculture,Agricultural Economics,Animal Sciences,Environment and Natural Resources,Architecture,"Area, Ethnic, and Civilization Studies",Communications,Journalism,Mass Media,Advertising and Public Relations,Communication Technologies,Computer Science,General Education,Elementary Education,Math and Science Teacher Education,Physical and Health Education Teaching,Early Childhood Education,Secondary Teacher Education,Special Needs Education,Social Science or History Teacher Education,Language and Drama Education,Art and Music Education,General Engineering,Aerospace Engineering,"Biological, Biomedical, and Environmental Engineering",Chemical Engineering,Civil Engineering,Computer Engineering,Electrical Engineering,Industrial and Manufacturing Engineering,Mechanical Engineering,Energy and Extraction Engineering,Engineering Technologies,Linguistics and Foreign Languages,Family and Consumer Sciences,English Language and Literature,Composition and Speech,Liberal Arts,Biology,Biochemistry and Molecular Biology,"Botany, Ecology, and Zoology","Microbiology, Physiology, Genetics, and Neuroscience",Mathematics and Statistics,Intercultural and International Studies,"Physical Fitness, Nutrition, and Sports Studies",Philosophy and Religious Studies,Theology and Religious Vocations,Earth and Other Physical Sciences,Chemistry,Physics,Multidisciplinary Science,Psychology,Criminology and Criminal Justice,Public Administration and Policy,Social Work,Economics,Anthropology and Archeology,Geography,International Relations,Political Science and Government,Sociology,Construction Services,Production and Transportation Technologies,Fine and Studio Arts,Drama and Theater Arts,Music,Commercial Art and Graphic Design,"Film, Video and Photographic Arts",Art History and Criticism,Health and Medical Administration,Medical Technologies and Assistance,Nursing,Treatment Therapy Professions,Accounting and Actuarial Science,Business Management and Administration,Operations and Logistics,International Business and Business Economics,Marketing and Marketing Research,Finance,Human Resources and Personnel Management,Hospitality Management,History,Some High School,High School Degree or GED,"Some College, No Degree",Associates Degree
44,1425858,1230479,1323493,1224722,1313300,1504846,1443034,1295486,1284261,1163642,1311540,1248551,1808554,1127724,1076610,1216648,1177711,988259,1181419,1178727,1202438,1181304,1124615,1890218,2243430,1882679,2263681,1922193,2118552,2176940,1960105,2070216,2213338,1568217,1288270,1058455,1299725,1189958,1188177,1726625,2050203,1497639,1722684,1790558,1329776,1191606,1321380,957062,1597039,1897072,2044752,1434608,1258683,1262212,1304380,1035762,1900396,1272160,1367326,1780683,1712906,1203349,1678575,1511879,1043021,1060552,1140375,1116706,1165936,1244769,1386255,1333763,1529305,1472572,1605721,1389766,1737666,1508444,1437149,1740123,1328055,1199587,1441189,514587,685529,812712,931436
45,1447501,1256362,1341060,1249307,1328051,1523114,1462897,1313285,1304007,1181860,1332841,1259383,1828088,1137952,1087025,1227765,1185155,999048,1190860,1189427,1216567,1189334,1135339,1914099,2269243,1901899,2285942,1939865,2146143,2192064,1983578,2086510,2239661,1589007,1304647,1067590,1320476,1203043,1203562,1759481,2081604,1518478,1752975,1814542,1346420,1208145,1337631,965851,1621048,1921187,2070485,1461637,1275527,1275866,1323539,1048842,1930342,1285265,1382603,1807058,1741399,1217376,1698924,1529998,1058904,1077126,1151709,1130106,1179122,1258495,1403487,1345436,1544450,1489826,1623598,1413318,1755219,1527998,1455471,1770826,1346554,1219141,1464425,519524,694995,821281,943030
46,1468040,1271802,1363582,1268003,1340346,1536576,1484847,1330964,1320214,1204524,1349897,1274827,1850756,1147460,1095247,1239715,1197947,1011630,1198657,1198838,1225934,1201674,1143152,1934006,2281913,1932058,2312659,1956853,2159837,2209915,1998565,2105936,2257434,1612300,1323603,1080824,1334645,1212436,1221225,1786068,2123960,1552772,1774778,1841676,1391590,1221533,1357585,979184,1647714,1954121,2091360,1484231,1293260,1292757,1342250,1059242,1962810,1301210,1397014,1832537,1775115,1233551,1712420,1544312,1074587,1088272,1167499,1148199,1191914,1266738,1415573,1364784,1556974,1508516,1652742,1431969,1776156,1552951,1476922,1795734,1366369,1233392,1485731,526712,703239,831130,956379
47,1489507,1285530,1384749,1290494,1352993,1554306,1516590,1347151,1339952,1216743,1366160,1297848,1868223,1158316,1103966,1253435,1216481,1017331,1214498,1210215,1233858,1212295,1154537,1964077,2294449,1953445,2332316,1976149,2177411,2222605,2020331,2125526,2278398,1631771,1339039,1092579,1352922,1224375,1238620,1809876,2156797,1574329,1802087,1861976,1410160,1240922,1379241,991321,1674420,1979117,2116637,1510113,1311912,1309720,1362733,1069911,1998757,1319062,1408296,1875471,1804800,1245219,1726874,1570709,1083714,1111564,1179884,1160790,1208124,1283483,1427928,1379581,1570517,1524918,1673880,1453899,1801751,1571572,1497717,1824414,1386497,1251506,1511449,533670,712079,842125,968334
48,1511101,1302206,1401319,1309712,1367710,1570536,1536087,1369506,1359566,1236419,1382019,1312507,1890871,1172457,1115091,1268464,1227021,1029749,1228166,1216252,1251730,1227545,1163398,1991122,2319328,1971173,2353444,1995015,2196420,2244009,2048476,2141944,2296702,1646704,1356812,1106101,1370591,1239513,1256028,1842948,2183561,1592509,1838247,1890676,1415645,1255880,1398087,1000603,1695710,2004392,2150331,1531634,1330107,1326716,1383497,1079690,2024589,1334399,1431155,1911584,1836316,1261116,1744939,1594127,1099216,1126232,1201650,1176262,1222649,1293796,1448499,1390953,1584245,1544212,1697612,1474305,1815313,1593465,1518423,1851839,1403751,1263046,1535274,539253,719779,854099,981339
49,1530471,1318835,1421979,1326864,1385938,1582705,1568724,1387168,1372422,1248091,1393184,1322618,1916755,1181537,1125262,1282008,1235810,1035664,1238453,1226215,1259926,1235221,1177096,2011464,2340722,1980761,2376675,2006247,2214856,2263878,2068266,2158792,2316278,1673301,1373751,1120790,1386666,1258893,1274350,1869303,2211390,1615785,1862822,1915363,1450256,1273574,1420386,1014906,1718164,2033383,2168604,1552354,1347800,1342696,1401431,1089122,2051564,1353507,1447247,1954926,1863248,1282352,1768261,1605253,1113612,1139892,1214775,1192093,1236635,1322735,1470690,1407448,1595923,1554674,1721265,1494646,1837887,1617721,1543613,1883271,1422650,1278224,1557003,545921,729033,865071,993484
50,1555185,1336126,1447272,1345364,1399510,1596683,1589383,1409814,1393431,1264224,1411455,1333403,1937617,1191792,1133171,1288511,1249726,1047043,1247696,1234931,1272183,1245081,1187226,2029323,2360581,2001691,2401791,2021324,2238569,2286275,2086655,2176164,2344004,1693363,1388426,1137508,1403963,1269299,1293736,1898265,2253017,1645461,1890104,1938066,1475208,1287694,1442729,1026899,1740417,2060542,2199560,1573174,1366179,1359654,1419819,1099232,2085003,1375061,1462340,1991032,1897679,1298220,1799138,1628133,1129176,1154482,1233734,1210118,1252932,1336923,1484860,1420626,1607798,1571073,1741246,1514757,1857646,1637019,1558919,1911566,1443468,1304927,1580392,553026,739783,876012,1005764
51,1578806,1356012,1461839,1368496,1412230,1615461,1609481,1423431,1410401,1278952,1429229,1344431,1960382,1202123,1139479,1299135,1266023,1058628,1261485,1246977,1292499,1253911,1199884,2054938,2380334,2019623,2426758,2040640,2259252,2304263,2111958,2194073,2371671,1714508,1406845,1148900,1429405,1290802,1309586,1927193,2285584,1665097,1928793,1962128,1487128,1300021,1463615,1039664,1757941,2086523,2218143,1592280,1387187,1382090,1437720,1110014,2115614,1393384,1476006,2024378,1928263,1313388,1814099,1645188,1142470,1167988,1244824,1228111,1266446,1358215,1504348,1438916,1626613,1589206,1765846,1537004,1888191,1655858,1582562,1940292,1459675,1316399,1604156,559129,748001,889189,1017955
52,1598654,1376220,1477102,1382006,1424299,1635471,1643239,1445941,1426311,1294523,1449776,1357567,1981513,1215401,1145915,1311402,1281394,1068474,1270773,1258967,1303237,1266187,1211667,2069058,2393530,2051913,2442514,2053396,2273067,2324513,2130558,2213200,2399237,1731189,1430535,1160104,1447477,1303169,1327589,1959458,2330497,1694781,1962952,1983912,1501149,1312407,1485419,1055074,1787256,2113983,2255095,1613251,1405167,1397499,1457594,1120739,2150390,1415370,1489909,2066662,1952975,1332344,1846882,1671776,1161022,1176340,1261676,1241480,1297311,1378940,1522118,1459508,1639508,1603940,1788108,1555593,1909820,1683716,1604162,1972527,1469438,1328410,1629590,567472,759802,898852,1029277
53,1622534,1395500,1497367,1404764,1444156,1656067,1674066,1467151,1449712,1317331,1460237,1386101,2005644,1228164,1155741,1322557,1293670,1079609,1283714,1266566,1313994,1275198,1223028,2091419,2419428,2074990,2470448,2076865,2294611,2346339,2142395,2229438,2424764,1747936,1450712,1174076,1464198,1323006,1347978,1988916,2378913,1726424,1996853,2009095,1521772,1328559,1516853,1064844,1806583,2145503,2278594,1637039,1424921,1413974,1478359,1130567,2180733,1431459,1506391,2091094,1979161,1348327,1867982,1695700,1178010,1189901,1278008,1260494,1324214,1400957,1543526,1475546,1653510,1617861,1816743,1577611,1924396,1705487,1627199,2006671,1485785,1344209,1654021,574836,769666,909782,1039333
54,1648090,1414303,1522692,1422067,1462811,1674715,1710719,1485728,1468385,1330781,1483168,1404892,2024268,1238618,1167336,1333989,1308583,1089058,1294356,1277801,1329859,1288740,1232516,2113346,2438622,2103643,2495877,2091025,2313702,2371104,2164607,2246429,2446570,1770711,1468737,1190900,1483271,1338840,1368340,2026752,2414529,1753873,2022611,2033154,1554614,1342036,1539939,1078410,1827230,2180178,2298220,1664780,1445821,1434841,1499505,1141093,2215188,1463009,1527949,2126059,2009893,1368265,1903207,1721420,1191910,1203810,1291897,1280715,1349818,1410239,1562133,1490977,1665886,1633108,1839233,1601589,1942474,1723614,1654740,2028662,1505735,1367307,1681133,583137,779214,922578,1050726
55,1668429,1436201,1545087,1443816,1478926,1687514,1743397,1505430,1486161,1346067,1502473,1443695,2046876,1251918,1175589,1348120,1321179,1103557,1304624,1287187,1342825,1295475,1246497,2134077,2458007,2122937,2525293,2108886,2336664,2390768,2180534,2265843,2466873,1792296,1486737,1205100,1502808,1363119,1386240,2056336,2457679,1786265,2056486,2055784,1579093,1360314,1565552,1087137,1850782,2218643,2321398,1688304,1465460,1450665,1520239,1149976,2256668,1481781,1545762,2166388,2037459,1386383,1920016,1743445,1210414,1219228,1305619,1299167,1360997,1433886,1578700,1505020,1680878,1651448,1867881,1623011,1957403,1753640,1678140,2064662,1530562,1388501,1707247,590169,788703,936132,1062653
56,1693079,1456355,1564788,1473316,1501861,1707707,1763615,1528122,1509406,1364282,1520659,1451499,2069305,1261227,1186987,1359028,1334954,1111517,1315849,1297749,1357555,1310339,1255541,2157862,2471061,2156447,2550248,2123501,2358764,2412382,2201429,2284119,2493936,1813134,1508848,1225022,1522430,1385761,1406682,2088054,2509881,1811733,2088051,2074243,1606353,1375258,1594624,1101187,1880279,2249475,2351113,1718281,1485764,1473311,1542288,1163094,2299216,1501234,1571389,2185844,2065374,1403157,1943728,1770530,1226768,1234159,1323832,1313968,1377856,1449210,1596648,1525005,1692298,1668481,1894830,1644048,1975137,1781918,1702834,2089827,1548653,1412128,1735327,598254,797733,948317,1075115
57,1716806,1474474,1585877,1488640,1525735,1722408,1788924,1549164,1528173,1382239,1543775,1476913,2089475,1274728,1195699,1379917,1349957,1125899,1323658,1305170,1373218,1320499,1267940,2180662,2497712,2178736,2577288,2140672,2387831,2439927,2226151,2303760,2520869,1830395,1527743,1234379,1543042,1396894,1427619,2131301,2563360,1833875,2122965,2095931,1622735,1390555,1623606,1111110,1907524,2292456,2383532,1745294,1507329,1491310,1566566,1173987,2337697,1515319,1587555,2244222,2099853,1420148,1961708,1801732,1246328,1256278,1339844,1330865,1398489,1480564,1619363,1539841,1702439,1683436,1919750,1665221,1995698,1812264,1729256,2116376,1566509,1436890,1763702,605413,806828,960466,1089280
58,1742529,1491418,1610000,1515540,1541936,1745284,1814428,1569581,1553673,1396628,1568875,1494490,2108771,1288420,1203315,1387012,1363734,1131988,1338397,1312949,1387587,1332436,1281754,2196308,2515158,2203467,2605675,2158310,2410597,2465283,2244600,2323810,2550623,1850575,1550847,1251861,1562702,1405063,1448275,2165975,2614993,1870372,2151493,2122342,1641296,1406468,1650941,1121306,1930912,2326364,2410541,1768984,1529521,1510791,1590857,1184573,2374899,1532054,1605563,2269818,2129215,1441097,1997151,1820768,1264865,1270851,1352787,1345432,1411696,1497478,1641099,1557998,1720474,1699188,1948080,1689679,2012407,1837529,1753142,2141562,1583626,1452719,1793005,614353,815114,972831,1103911
59,1768584,1511190,1630601,1537851,1559839,1772088,1842052,1591869,1579238,1416187,1594913,1506345,2128586,1304197,1213715,1404113,1378201,1141393,1350153,1325641,1396135,1340586,1291843,2209093,2536941,2230482,2633107,2181388,2444859,2488072,2267399,2347557,2572656,1874745,1570896,1265378,1582440,1424854,1465766,2202373,2648323,1910998,2176867,2144744,1671820,1422543,1675650,1135985,1953281,2357320,2441739,1791647,1547586,1531933,1615171,1198512,2411882,1556900,1633884,2296734,2157090,1462179,2023561,1841043,1283339,1280785,1369634,1366230,1432243,1527231,1668932,1574667,1736377,1713692,1981957,1715847,2030350,1866528,1782006,2167687,1599643,1471245,1820836,621304,824909,985141,1117890
60,1794955,1525897,1653302,1567885,1573301,1791290,1861419,1610530,1600330,1438502,1629544,1534734,2148225,1319771,1222985,1420623,1392999,1152269,1360814,1342061,1408299,1357899,1304506,2233615,2561237,2246882,2665793,2201257,2464780,2516567,2293114,2375281,2593737,1893772,1596561,1282198,1605998,1450742,1485636,2242556,2700456,1942310,2203201,2174474,1697053,1439430,1707349,1146376,1975678,2398421,2482227,1821694,1572401,1548037,1632323,1209872,2454732,1573667,1647497,2323134,2191054,1484273,2047990,1862031,1298512,1298811,1390697,1386199,1470672,1546551,1689748,1588350,1753697,1729910,2011322,1740073,2052598,1897250,1809985,2198699,1621384,1487228,1848417,628943,835416,994894,1130638
61,1824315,1547149,1680889,1596853,1588925,1810325,1890385,1634824,1623759,1450658,1669209,1556774,2166092,1332593,1235467,1436463,1405406,1166007,1374872,1356982,1426907,1368849,1316256,2248460,2580190,2285814,2698428,2220322,2498009,2537828,2316334,2397326,2631617,1922620,1617372,1294436,1631508,1468149,1497946,2287481,2731570,1970250,2240009,2203438,1727337,1457754,1740486,1157427,2000199,2439923,2508902,1851983,1593285,1564609,1655617,1222326,2495084,1609325,1670886,2359663,2221539,1503811,2073510,1888893,1316225,1318247,1406957,1409482,1487996,1567572,1710334,1613477,1767633,1743846,2035250,1768673,2069455,1922596,1840108,2231231,1644839,1502924,1879235,634878,846287,1006678,1145656
62,1852900,1566484,1708502,1628913,1608385,1830624,1923629,1660585,1644658,1473064,1688144,1566713,2189115,1347525,1245537,1446587,1418291,1179729,1384908,1368313,1435491,1383208,1329502,2264122,2612519,2316319,2730700,2240396,2526332,2553864,2344482,2422328,2667091,1947973,1638487,1312259,1655723,1487468,1524438,2329785,2787793,2005400,2272791,2236119,1753985,1476001,1765175,1172890,2023543,2480820,2539286,1884049,1613617,1586185,1675336,1235532,2541459,1633007,1694355,2420193,2260825,1522405,2090469,1917249,1335786,1337954,1422829,1433894,1501830,1581395,1737472,1636065,1788093,1756516,2063298,1792859,2093510,1949736,1867057,2268317,1660005,1518204,1912141,644679,857350,1019751,1161397
63,1877465,1586460,1738382,1656666,1625483,1849403,1956719,1687444,1667018,1490861,1713747,1579738,2211487,1358902,1254521,1459009,1426171,1190301,1402329,1380547,1464276,1396618,1339697,2288052,2635913,2365618,2763656,2260391,2546525,2580964,2364914,2442665,2699509,1970573,1660007,1331651,1677751,1515277,1550131,2374664,2851276,2037164,2329059,2264794,1784812,1493711,1796195,1182277,2048407,2526484,2574387,1909927,1636593,1606197,1697623,1246715,2594005,1660918,1713871,2446262,2300883,1538431,2120975,1943204,1347073,1363497,1442835,1452130,1537005,1591031,1760225,1647398,1800733,1780694,2092820,1823943,2116143,1972073,1897870,2302422,1686296,1534806,1947008,652302,867811,1032427,1176329
64,1912744,1609163,1764395,1682108,1641729,1869178,1978441,1709716,1694299,1508122,1736400,1624208,2234794,1373896,1268217,1476425,1442224,1203530,1413102,1392393,1479598,1410863,1350382,2316114,2656590,2394736,2796387,2285387,2581954,2604069,2392361,2465986,2733431,1993973,1686923,1349595,1703439,1525658,1572109,2426809,2917894,2088603,2364450,2295747,1813349,1512098,1835131,1193407,2069370,2571535,2604315,1937667,1660687,1627486,1725797,1258810,2640599,1680642,1736546,2463697,2340214,1557601,2147867,1960139,1366377,1386774,1466209,1469239,1548391,1619581,1777113,1674858,1813851,1798264,2115205,1853571,2134922,2000178,1924280,2341832,1708433,1562254,1973436,661039,879889,1045682,1191365
65,1944277,1634669,1784417,1698901,1660042,1886731,2007029,1731302,1720289,1530019,1765179,1639530,2251989,1387452,1278839,1491918,1455179,1215111,1423799,1402618,1502377,1420365,1362954,2341313,2675290,2418461,2822978,2309915,2615365,2629821,2410312,2487912,2768538,2019203,1712434,1366674,1731932,1555128,1591153,2486735,2988339,2128328,2414363,2325062,1857280,1535698,1872383,1207774,2099085,2618004,2640574,1961327,1689100,1652163,1754135,1273824,2703935,1711835,1746942,2511638,2383541,1583133,2169286,2001463,1385596,1406058,1487160,1485857,1586163,1639227,1797794,1692574,1826770,1812107,2145279,1884183,2152179,2032285,1954913,2376292,1740812,1580122,2001287,670521,892775,1060984,1206086
66,1975553,1658612,1800469,1735732,1685331,1909935,2044351,1758221,1750077,1550359,1789570,1647744,2278993,1403077,1292494,1504556,1469828,1231183,1441068,1416627,1523211,1441594,1373486,2376250,2700652,2452238,2860745,2334975,2637705,2655330,2439127,2513067,2795764,2042957,1748821,1388623,1757167,1579943,1614666,2545008,3104643,2172316,2445355,2355379,1878713,1555726,1914910,1226512,2131712,2663148,2666077,1988573,1711078,1674002,1779837,1289315,2768113,1744196,1771347,2544367,2420730,1613311,2205148,2024842,1412655,1427923,1505620,1508601,1621132,1663695,1820326,1716669,1844727,1831090,2177832,1910017,2177007,2070735,1986299,2418746,1757300,1597997,2034449,681443,905717,1075911,1222042
67,2004039,1679409,1829934,1767511,1707876,1926508,2080460,1789964,1774322,1579230,1810387,1680412,2304999,1419506,1303717,1518369,1488225,1242827,1455011,1426949,1543561,1452120,1388086,2412015,2723706,2482072,2889198,2363179,2665649,2687917,2468876,2543608,2829531,2070993,1770458,1411388,1788327,1600317,1639141,2599614,3167487,2224682,2485110,2389409,1914240,1576032,1950839,1241816,2155268,2697980,2695939,2012054,1740377,1695140,1812994,1301428,2815105,1770383,1796855,2586480,2465901,1637247,2227915,2051504,1437065,1447640,1522204,1538423,1644848,1699031,1851834,1739528,1862933,1846872,2207787,1944101,2192435,2099055,2011943,2466767,1788849,1629356,2064048,691945,918271,1091006,1234517
68,2031938,1712541,1853116,1797862,1732937,1946645,2121338,1814122,1800739,1608909,1834751,1710613,2331048,1433463,1316875,1539488,1505468,1256449,1471341,1441284,1564132,1462009,1399155,2447623,2743271,2524512,2923342,2383149,2695316,2712579,2498927,2566848,2868933,2093136,1796461,1429176,1813632,1623552,1669256,2660329,3230378,2277408,2539149,2421245,1973332,1597117,1986993,1261738,2187650,2744626,2725975,2041900,1768928,1720122,1838227,1315702,2879659,1800452,1815288,2614570,2518661,1662769,2246442,2077814,1457093,1471160,1552622,1567737,1668371,1729924,1878099,1760145,1881623,1866591,2242322,1976239,2210453,2140140,2039628,2508245,1818441,1655610,2094598,703049,932223,1107745,1251797
69,2063695,1746050,1889835,1835514,1756178,1964263,2165028,1844184,1825482,1634197,1865980,1717399,2355671,1449145,1328007,1550373,1522909,1270083,1490483,1454236,1582549,1478461,1414536,2473490,2780821,2549852,2957132,2415746,2730192,2736772,2542442,2590681,2906199,2116121,1821926,1450890,1846055,1661344,1696154,2732740,3301300,2331141,2590810,2458504,2004465,1621305,2019216,1280573,2213865,2801875,2762405,2072735,1793851,1741398,1867234,1330528,2941437,1822388,1850461,2647823,2564485,1689213,2271858,2103381,1486169,1493159,1573865,1592426,1677909,1743816,1907169,1781087,1901326,1889721,2282798,2007670,2238827,2168505,2067511,2558242,1851741,1685357,2133496,712330,945071,1123271,1268710
70,2089001,1779282,1922141,1861815,1777927,1982172,2199907,1873895,1857003,1665920,1885835,1776155,2379999,1465651,1340933,1569585,1535687,1280731,1512143,1465597,1607118,1496928,1433669,2512161,2824789,2590489,2992003,2439685,2754812,2768714,2577279,2621716,2940144,2138034,1852765,1473027,1877154,1677740,1728129,2793327,3371550,2389400,2642989,2492985,2039386,1646121,2062233,1302415,2246557,2857017,2797872,2115137,1820790,1762583,1902179,1344896,2996146,1852019,1872772,2704457,2608995,1713548,2310196,2138694,1507612,1507916,1596862,1613789,1708471,1767163,1928417,1811810,1919837,1905344,2315496,2032612,2264950,2208179,2100156,2609966,1880367,1713059,2181736,722139,957481,1140402,1283929
71,2120662,1801180,1961005,1901346,1797159,2013362,2251032,1903049,1885260,1705609,1923614,1816965,2413009,1481922,1353437,1585199,1556151,1292203,1529360,1482193,1625719,1513632,1446136,2550107,2846257,2629246,3029365,2470835,2793475,2798870,2621659,2650992,2975731,2163891,1880885,1496824,1910930,1692225,1754977,2871806,3465485,2468281,2707833,2531309,2090492,1672817,2110094,1334669,2277026,2909715,2840300,2150178,1855499,1789844,1938735,1359996,3066231,1878936,1895864,2752266,2661678,1740687,2348328,2164893,1526399,1534623,1627937,1634437,1743108,1802509,1955647,1838173,1939081,1926864,2357063,2060209,2289935,2263976,2135531,2657157,1899304,1746971,2222321,733220,971592,1159345,1304143
72,2155320,1829124,1996212,1944840,1826819,2036184,2311085,1935787,1916349,1743659,1960976,1839192,2445457,1501251,1369715,1597831,1575226,1306647,1545445,1496886,1655688,1532427,1462285,2581050,2871728,2672361,3062085,2503125,2832201,2839845,2667452,2675152,3003504,2185114,1919317,1519303,1946721,1715722,1783902,2956889,3575178,2528361,2771399,2569948,2123013,1703459,2149055,1354756,2320250,2973604,2871386,2184830,1883720,1815080,1972369,1381632,3127842,1915056,1928016,2789627,2724334,1768467,2389520,2198416,1550896,1556338,1653966,1657772,1778253,1823095,1982455,1870119,1965779,1945186,2387966,2088601,2315095,2299085,2172222,2713127,1930901,1764879,2257801,745511,987608,1174809,1321166
73,2191567,1856122,2026487,1972945,1848718,2062723,2376323,1969637,1940228,1775663,1988315,1854336,2476675,1519968,1384249,1620617,1594105,1323383,1566248,1514765,1673177,1547459,1477758,2619057,2898136,2731225,3108270,2533835,2874565,2875010,2707963,2715212,3043430,2206670,1952250,1539098,1977951,1741643,1811668,3041053,3681560,2596631,2829245,2602772,2155855,1733523,2188387,1373100,2355215,3046881,2903927,2225801,1915490,1842706,2007102,1395979,3210171,1952177,1949818,2811277,2774355,1801110,2417087,2234597,1573415,1579409,1682652,1684522,1815397,1846996,2012514,1897350,1987470,1966213,2427129,2117855,2339827,2341125,2213615,2771722,1952814,1808004,2317531,756003,999223,1191500,1341543
74,2227946,1878248,2059370,2009794,1876694,2093147,2421142,1999059,1974334,1823235,2013481,1887061,2511678,1538258,1401388,1639429,1610128,1338300,1579309,1531733,1695330,1563842,1491110,2657630,2932366,2769283,3143462,2565473,2916828,2915172,2744642,2751340,3100323,2240151,1983739,1573380,2009737,1778904,1848635,3133911,3805928,2676193,2906420,2649026,2187527,1759626,2232008,1384653,2398463,3123331,2951033,2275905,1943290,1865258,2043465,1414733,3287465,1979260,1982325,2840574,2825573,1832412,2442683,2272757,1593915,1601733,1720537,1710870,1856727,1886538,2048576,1937109,2010145,1988563,2475178,2154185,2372667,2385466,2252490,2832400,1976936,1844199,2368704,769022,1009907,1208804,1360497
75,2267297,1909318,2095664,2054343,1905821,2129154,2476572,2035263,2005461,1845588,2045359,1910944,2544869,1560082,1416032,1657352,1630827,1356558,1603697,1549456,1733792,1583922,1507038,2706239,2965732,2843984,3200593,2604898,2950996,2951094,2777515,2782838,3150498,2268203,2015498,1595725,2041268,1799378,1881289,3227638,3872564,2752202,2981390,2701363,2229557,1793798,2283173,1405133,2419825,3206836,2993734,2332719,1975929,1893955,2089722,1435160,3371679,2017768,2021454,2893132,2892126,1868366,2466055,2329125,1620898,1641333,1738928,1733460,1900671,1932697,2081280,1962209,2034859,2009627,2521701,2194899,2403224,2442671,2299327,2891531,2002923,1876465,2429701,782858,1025674,1230053,1381602
76,2314193,1941274,2148182,2084898,1934516,2157703,2513237,2070211,2036059,1874758,2094606,1941530,2574309,1580527,1434722,1686378,1658321,1370837,1626372,1565673,1767180,1610967,1529008,2745267,3012657,2885932,3253177,2640114,3000482,2986365,2824358,2818440,3201687,2296270,2050324,1620717,2082951,1813738,1906158,3331574,3969326,2824812,3077458,2753342,2273157,1828054,2328403,1425830,2469634,3278768,3039111,2372706,2012357,1919380,2124455,1460254,3463175,2049290,2064090,2951832,2951662,1903108,2523470,2366464,1651984,1673275,1770848,1771343,1942255,1977963,2111170,1989659,2058779,2036771,2575949,2233100,2438934,2496455,2354406,2942473,2029466,1911748,2493515,794552,1042846,1250896,1401672
77,2363011,1968108,2174660,2121758,1969841,2188479,2553804,2100426,2068070,1905909,2127778,1968142,2607663,1596744,1453090,1705989,1678515,1383975,1648416,1579701,1783346,1628254,1550760,2782461,3034398,2989057,3313076,2673591,3048255,3027543,2855834,2856111,3271682,2332277,2082890,1648265,2127931,1857963,1941305,3448940,4175437,2886112,3181111,2807168,2319159,1854986,2386871,1438408,2511982,3366915,3088786,2410669,2048807,1954003,2158288,1479732,3566070,2086982,2092983,2997124,3013992,1933585,2564336,2413881,1688622,1710501,1796426,1801469,1994427,2025503,2137984,2009826,2086180,2066733,2630087,2290368,2478339,2539775,2395828,3003378,2078549,1948315,2547691,806895,1059482,1271930,1423597
78,2410565,1990832,2225299,2163053,2000303,2225488,2597263,2145847,2125378,1932640,2177434,1996663,2638993,1622484,1469924,1727239,1701763,1406892,1674631,1600726,1813903,1653362,1566153,2835549,3071360,3062268,3372925,2712971,3072242,3066113,2903848,2895485,3315733,2377005,2126458,1678793,2171919,1879736,1986763,3584116,4336077,3005647,3285134,2866487,2359204,1890717,2450296,1464518,2550948,3467208,3146121,2471276,2082722,1982187,2209206,1503438,3684671,2123914,2121281,3086055,3091161,1966318,2597573,2457160,1721468,1747616,1838707,1845727,2019361,2063906,2171655,2047788,2114932,2089883,2683395,2339426,2533318,2592868,2448877,3094302,2136506,2008727,2614870,819799,1077837,1296195,1445130
79,2455339,2034507,2289992,2208829,2032549,2256437,2672926,2192714,2169027,1985899,2215986,2023439,2681435,1644250,1489055,1755381,1727603,1421899,1703663,1619745,1868130,1674860,1584310,2877742,3111487,3116526,3427246,2752877,3118608,3109505,2958726,2943899,3417028,2409579,2164970,1714909,2219838,1929563,2018890,3731463,4497738,3112019,3378922,2942382,2416005,1933806,2526333,1486889,2596820,3579759,3201761,2548756,2125030,2015926,2246907,1526690,3822548,2168957,2167076,3174848,3166578,2005625,2645117,2506367,1748017,1785735,1877647,1874706,2079670,2125678,2215048,2082826,2142484,2118607,2745132,2385625,2576368,2651958,2501196,3175917,2183290,2039185,2676387,834171,1096803,1318355,1466808
80,2511571,2077340,2346609,2242013,2064469,2296987,2742850,2240634,2215353,2018444,2255181,2060287,2722822,1667742,1508689,1775543,1749722,1440248,1719091,1634243,1901721,1704149,1606234,2926879,3154351,3241151,3509677,2790714,3155944,3145440,3027513,2984005,3478374,2445651,2211573,1746961,2274427,1975553,2061932,3897028,4684926,3271065,3482225,2997833,2585302,1971067,2597842,1511996,2641537,3732108,3273093,2604329,2172928,2054563,2298378,1542696,3960099,2230417,2197097,3243687,3259182,2039929,2714902,2548932,1777078,1821861,1919174,1913981,2102222,2166030,2257489,2122936,2168033,2149983,2804723,2433375,2634945,2715288,2553049,3274377,2242496,2098479,2747180,849244,1117842,1343964,1488840
