Percentile,All Majors,General Agriculture,Agricultural Economics,Animal Sciences,Environment and Natural Resources,Architecture,"Area, Ethnic, and Civilization Studies",Communications,Journalism,Mass Media,Advertising and Public Relations,Communication Technologies,Computer Science,General Education,Elementary Education,Math and Science Teacher Education,Physical and Health Education Teaching,Early Childhood Education,Secondary Teacher Education,Special Needs Education,Social Science or History Teacher Education,Language and Drama Education,Art and Music Education,General Engineering,Aerospace Engineering,"Biological, Biomedical, and Environmental Engineering",Chemical Engineering,Civil Engineering,Computer Engineering,Electrical Engineering,Industrial and Manufacturing Engineering,Mechanical Engineering,Energy and Extraction Engineering,Engineering Technologies,Linguistics and Foreign Languages,Family and Consumer Sciences,English Language and Literature,Composition and Speech,Liberal Arts,Biology,Biochemistry and Molecular Biology,"Botany, Ecology, and Zoology","Microbiology, Physiology, Genetics, and Neuroscience",Mathematics and Statistics,Intercultural and International Studies,"Physical Fitness, Nutrition, and Sports Studies",Philosophy and Religious Studies,Theology and Religious Vocations,Earth and Other Physical Sciences,Chemistry,Physics,Multidisciplinary Science,Psychology,Criminology and Criminal Justice,Public Administration and Policy,Social Work,Economics,Anthropology and Archeology,Geography,International Relations,Political Science and Government,Sociology,Construction Services,Production and Transportation Technologies,Fine and Studio Arts,Drama and Theater Arts,Music,Commercial Art and Graphic Design,"Film, Video and Photographic Arts",Art History and Criticism,Health and Medical Administration,Medical Technologies and Assistance,Nursing,Treatment Therapy Professions,Accounting and Actuarial Science,Business Management and Administration,Operations and Logistics,International Business and Business Economics,Marketing and Marketing Research,Finance,Human Resources and Personnel Management,Hospitality Management,History,Some High School,High School Degree or GED,"Some College, No Degree",Associates Degree
46,1315006,1172656,1287659,1075595,1252188,1460222,1207394,1272974,1252080,1156346,1295308,1236091,1731588,992051,944756,1076527,1060347,865402,1056836,1000853,1054495,1005283,1013345,1754937,2117572,1646801,2173423,1834111,2057669,2016175,1820253,1946497,2100602,1521056,1138138,965348,1162031,1151375,1105624,1279052,1556474,1136890,1381855,1592140,1275811,1110845,1137231,928581,1445579,1419892,1725474,1284820,1093438,1233821,1152782,916771,1668183,1100279,1275510,1485815,1415390,1112218,1677039,1485194,1011314,1028382,1054424,1124751,1159514,1138739,1235550,1287528,1467297,1297613,1503336,1340360,1691691,1435300,1414606,1638505,1266011,1202545,1218752,526712,703239,831130,956379
47,1333447,1188154,1305463,1088623,1263965,1478807,1225258,1293222,1271505,1177097,1314153,1259999,1747836,1003241,953066,1087877,1074408,873300,1061485,1010653,1068302,1013838,1022769,1782227,2125385,1666299,2195063,1851084,2073188,2029536,1846557,1959654,2130260,1541093,1150578,975862,1176707,1163837,1122005,1295666,1566133,1162797,1396757,1615461,1283366,1127818,1160455,938735,1460315,1438077,1759625,1295519,1105338,1246528,1159653,922544,1699046,1110353,1287731,1496706,1430390,1124516,1707677,1504241,1023882,1043445,1064712,1139097,1167218,1154869,1247826,1296951,1479288,1316348,1526503,1361524,1712839,1450996,1437694,1657370,1286029,1222756,1243479,533670,712079,842125,968334
48,1351803,1202320,1327833,1104512,1280309,1492564,1249001,1314254,1291719,1197597,1330529,1277217,1764676,1011383,961906,1098311,1084355,879770,1066990,1020198,1079512,1019625,1026718,1797239,2142207,1678930,2218319,1873869,2085044,2048028,1856176,1978143,2174064,1554617,1163189,985090,1189952,1184608,1133248,1311975,1579857,1183396,1417899,1638417,1308372,1140695,1176462,948916,1481674,1457507,1787961,1311639,1119022,1261572,1174845,932463,1722747,1128120,1305333,1521213,1450085,1137707,1729353,1517539,1037627,1054644,1078842,1153912,1192542,1163807,1262873,1309217,1489427,1329143,1546911,1384070,1728231,1482261,1459655,1681084,1297722,1240901,1259989,539253,719779,854099,981339
49,1372560,1220636,1347354,1114941,1297195,1513732,1269998,1332091,1311128,1213405,1359730,1299407,1784073,1022560,968042,1114259,1092837,888109,1077718,1027520,1095094,1024128,1036521,1815395,2160382,1692559,2236305,1888248,2110438,2069774,1878193,1994664,2198919,1574665,1172963,995733,1205198,1192117,1151243,1329704,1594047,1196950,1433953,1657690,1314227,1153432,1195802,956822,1502569,1477397,1820846,1323085,1129221,1276805,1188908,942016,1749040,1142492,1320564,1559338,1472892,1155425,1740297,1534985,1055540,1069132,1086121,1166128,1201039,1172347,1279672,1319051,1502521,1346317,1565518,1399431,1755510,1508945,1479158,1705324,1308069,1252033,1275127,545921,729033,865071,993484
50,1393239,1232388,1366577,1138186,1306918,1529216,1290049,1351490,1325511,1226000,1382057,1326468,1809894,1031439,975632,1124306,1102577,902195,1083799,1037593,1113129,1034491,1044080,1833227,2185003,1728334,2251559,1907959,2129285,2084244,1894895,2012925,2218206,1590809,1184971,1005025,1223055,1201813,1166096,1344902,1625947,1210819,1447653,1691953,1325426,1160477,1210447,967321,1513843,1496420,1842216,1340670,1144391,1292909,1201749,949619,1780421,1161671,1339219,1570206,1501422,1169295,1771563,1561530,1067252,1081389,1103058,1182482,1225910,1194678,1295871,1338221,1515743,1361005,1586640,1418132,1774825,1530219,1504327,1728602,1323384,1265850,1292494,553026,739783,876012,1005764
51,1413682,1252001,1387180,1149357,1317769,1545997,1314335,1369456,1342376,1242016,1393368,1341949,1827453,1041577,984082,1128806,1114946,912994,1093284,1042315,1124096,1043186,1056878,1852347,2202202,1747964,2276972,1920686,2149706,2100642,1914616,2030586,2251157,1602217,1201972,1019373,1240544,1215453,1180541,1361008,1643569,1223661,1462860,1711027,1337282,1172702,1234490,977363,1531370,1520468,1854388,1365415,1160207,1309107,1223470,956089,1806106,1173236,1354057,1591860,1526634,1179017,1796623,1581621,1084033,1090267,1122010,1202372,1243458,1208514,1312060,1349099,1525446,1377258,1610752,1438168,1792374,1559791,1516086,1753745,1342718,1289303,1310115,559129,748001,889189,1017955
52,1432212,1271042,1404656,1164069,1335661,1560439,1331601,1388589,1360588,1255054,1406992,1349686,1844683,1049919,990477,1139132,1124254,919486,1100590,1051531,1133385,1052440,1067502,1872084,2232669,1764000,2306673,1936392,2163765,2114937,1939919,2047657,2264905,1621365,1220165,1031520,1258753,1230672,1201329,1376897,1651456,1238743,1479466,1738455,1345857,1183107,1253465,986612,1557548,1537647,1885092,1386032,1180375,1325956,1244271,966693,1834454,1194964,1367205,1611301,1546871,1190719,1828270,1597919,1098232,1113019,1135674,1216723,1266656,1229793,1326919,1360853,1543471,1392585,1628629,1458910,1815206,1582864,1541176,1780673,1356611,1302894,1331975,567472,759802,898852,1029277
53,1451349,1285763,1419276,1186469,1348487,1576628,1369875,1410171,1377948,1273354,1416293,1368840,1868303,1059802,998726,1148966,1138745,926261,1111289,1059458,1135073,1070944,1074321,1891084,2240541,1769133,2316017,1950727,2184221,2129095,1953063,2065312,2293011,1641727,1232735,1043872,1281187,1245464,1216889,1389791,1665051,1256137,1489877,1757392,1353063,1197027,1279724,993338,1569662,1556252,1901600,1402393,1198340,1341154,1264983,974227,1869286,1214504,1382424,1629913,1569095,1206875,1858262,1615517,1109073,1121330,1149319,1233925,1285578,1238760,1348406,1379781,1555209,1410563,1649846,1477997,1833161,1601793,1558383,1808473,1370734,1323731,1346200,574836,769666,909782,1039333
54,1471917,1303797,1431818,1203737,1362243,1591362,1386040,1427809,1399323,1286594,1438691,1383317,1889635,1069052,1006892,1159402,1147740,932453,1120043,1066442,1141390,1078262,1083049,1910977,2248279,1802533,2339746,1968160,2211152,2143516,1982122,2083455,2315576,1662753,1253253,1057034,1298515,1298936,1233356,1407837,1685504,1271428,1513173,1785880,1372157,1214491,1296882,1004198,1584442,1578350,1927113,1425018,1213344,1357643,1281326,980129,1895292,1228175,1409985,1677181,1592860,1224987,1896504,1631258,1131136,1133214,1163057,1252129,1299012,1247319,1362204,1390654,1566549,1427486,1670472,1496640,1848420,1621689,1580099,1837541,1388093,1332740,1371924,583137,779214,922578,1050726
55,1492967,1328418,1450107,1228016,1372167,1602012,1399292,1452979,1412468,1303661,1461874,1398476,1911247,1078520,1014298,1166359,1158190,938914,1127916,1071740,1160847,1081449,1091350,1936831,2268631,1828656,2354799,1979667,2230095,2159818,1999771,2097092,2335014,1681647,1277052,1071386,1315522,1312125,1250315,1427064,1695652,1290724,1522792,1812807,1382538,1231508,1329027,1017744,1601820,1591160,1954105,1450265,1230885,1375088,1296223,988169,1918088,1245572,1420586,1713473,1613387,1242919,1914639,1657568,1146902,1148415,1173524,1267170,1319029,1271040,1370053,1401760,1578249,1439588,1695770,1516041,1872833,1644373,1596972,1858594,1403727,1346519,1394792,590169,788703,936132,1062653
56,1517171,1347494,1470917,1249750,1380546,1618356,1412236,1470595,1428589,1314560,1486503,1423917,1928094,1088073,1023360,1172142,1170094,951491,1139929,1084622,1172251,1093218,1097956,1960144,2282676,1857641,2381510,1996327,2246016,2173647,2021807,2115720,2360723,1697952,1291442,1084634,1333139,1334143,1264443,1445410,1706708,1307061,1549384,1840828,1413999,1250797,1344601,1027961,1620619,1608631,1982771,1472084,1247968,1390595,1314637,996002,1955113,1249180,1428073,1744072,1638891,1260751,1933213,1686176,1164227,1160264,1187921,1282188,1338601,1290352,1381138,1414062,1589844,1451676,1718776,1535824,1893712,1662826,1623890,1887759,1422031,1362057,1415293,598254,797733,948317,1075115
57,1537996,1361921,1498934,1266716,1395082,1633455,1427190,1490971,1443144,1334675,1506299,1436702,1947570,1095073,1030239,1179720,1183261,957991,1145294,1091196,1180508,1103630,1107519,1979554,2303086,1885968,2403829,2014563,2260810,2192263,2041424,2129344,2390792,1716603,1303678,1100746,1356019,1350798,1281290,1465047,1714119,1324168,1583305,1862518,1416130,1265524,1368384,1042544,1635758,1635904,2004185,1492810,1266221,1408023,1339755,1005735,1983779,1269380,1447262,1810062,1658545,1277645,1959978,1709274,1178051,1175779,1201257,1301593,1365007,1311795,1391790,1424876,1601152,1464986,1741851,1555167,1910464,1689237,1648564,1917367,1438956,1375732,1436517,605413,806828,960466,1089280
58,1558070,1381777,1520143,1281431,1418367,1650646,1454907,1510760,1464586,1354097,1523603,1457754,1973990,1105155,1038910,1191428,1195636,966638,1151507,1096830,1195323,1120477,1114801,1999967,2311114,1904288,2430264,2027128,2280149,2211950,2067198,2147487,2407028,1731663,1316843,1113872,1376228,1381591,1298973,1486991,1722914,1340312,1592346,1891883,1428128,1278022,1384276,1055479,1657151,1653291,2034340,1516573,1279159,1428162,1359148,1015548,2012861,1281978,1455142,1822879,1677733,1298784,1969444,1743601,1199453,1194910,1213856,1319354,1378436,1327889,1406110,1433505,1614371,1479313,1766703,1575780,1932478,1708722,1671915,1948748,1452243,1400274,1459874,614353,815114,972831,1103911
59,1580507,1401351,1541477,1301222,1433592,1664214,1471226,1535134,1483264,1372409,1544861,1487256,1999868,1114290,1045775,1196966,1204794,978771,1161268,1101689,1209495,1123942,1125145,2015853,2333949,1945428,2451550,2040673,2302494,2229620,2087426,2165958,2441830,1750962,1331774,1124959,1391683,1385650,1317528,1506877,1734986,1360243,1610321,1928740,1433519,1293925,1412690,1075174,1677647,1675167,2060406,1539033,1297103,1444199,1374203,1023104,2045148,1304326,1471868,1860985,1702233,1316409,2001203,1756454,1215485,1206006,1227190,1337927,1404661,1337336,1426361,1447524,1624380,1493831,1792761,1598986,1952607,1728399,1700227,1983174,1478096,1420745,1481157,621304,824909,985141,1117890
60,1603413,1417816,1556492,1315724,1450203,1682043,1498598,1550671,1505226,1390859,1582292,1503520,2018313,1123281,1053500,1211494,1220095,986112,1172932,1109422,1217696,1137317,1133456,2034630,2354681,1959832,2468867,2061457,2328432,2247806,2116947,2179529,2475978,1772276,1346828,1140135,1413710,1402440,1334810,1527496,1775247,1372368,1625139,1952354,1472402,1307889,1432796,1096185,1702042,1692291,2095315,1559977,1316599,1464211,1387043,1031838,2077695,1325792,1489926,1904598,1725328,1336004,2022167,1780338,1233718,1216891,1241709,1357383,1427674,1385936,1442429,1460389,1636523,1512846,1817403,1617538,1976829,1750200,1722974,2015243,1501557,1445033,1503067,628943,835416,994894,1130638
61,1627173,1433374,1582575,1325643,1468587,1706530,1531778,1573202,1532531,1410305,1618419,1513098,2039724,1131153,1061813,1220007,1233639,991605,1190686,1118829,1233006,1152453,1141521,2053267,2367705,1968989,2489930,2080474,2347386,2266655,2127933,2199943,2502709,1792776,1365187,1152375,1431908,1430883,1351312,1551024,1809115,1400737,1639380,1975679,1489290,1320378,1455104,1106725,1720880,1715223,2122383,1576865,1334305,1484831,1405472,1041598,2111252,1340576,1513132,1927561,1754442,1351164,2048599,1798960,1250006,1235575,1253855,1371196,1444435,1410104,1461920,1477559,1652732,1530914,1841599,1641657,1995217,1778532,1748477,2048133,1522044,1462088,1528206,634878,846287,1006678,1145656
62,1648509,1460118,1604382,1348351,1485295,1723142,1566867,1596238,1560838,1425023,1632969,1528048,2060081,1140541,1069747,1230645,1257350,1004961,1205973,1129384,1241058,1158746,1151449,2076427,2393377,1997146,2508116,2095811,2376730,2289908,2143999,2217942,2545632,1810534,1384676,1165420,1454752,1446331,1370391,1569610,1832749,1421697,1653771,1994613,1491285,1336554,1478658,1111974,1746232,1740031,2145852,1596989,1354118,1503370,1426936,1049860,2143048,1361537,1536309,1963631,1786792,1370770,2075520,1815067,1269513,1247064,1270258,1403385,1466260,1428715,1483923,1489225,1664428,1540760,1865104,1663722,2012881,1807704,1775063,2081369,1539359,1474700,1552292,644679,857350,1019751,1161397
63,1672372,1479591,1626953,1367668,1500537,1747703,1593230,1620419,1582969,1442876,1657870,1551895,2076103,1152572,1077926,1243392,1264596,1016072,1210595,1137384,1255975,1167221,1159912,2092925,2402070,2008526,2537614,2114888,2395411,2308245,2163911,2236166,2594232,1830845,1401545,1177646,1479814,1474371,1389237,1589166,1843404,1438853,1678315,2018124,1509351,1353973,1497446,1120652,1771698,1758709,2159980,1617769,1374248,1523393,1442205,1059847,2167470,1369009,1548601,1988575,1818564,1387388,2097357,1850457,1287251,1271564,1293273,1420115,1485236,1445196,1498192,1503742,1675756,1553250,1894405,1687335,2029577,1835514,1804793,2110739,1564961,1495755,1584694,652302,867811,1032427,1176329
64,1698728,1502480,1657339,1383928,1520496,1767526,1631535,1646421,1611378,1454689,1681812,1581982,2098130,1162921,1085417,1252920,1276848,1025674,1224128,1141453,1266596,1174139,1175978,2113275,2419912,2036522,2569310,2134390,2417196,2322922,2183851,2254084,2624082,1845915,1424555,1193998,1495535,1482232,1407540,1613288,1862769,1455424,1691693,2047478,1526414,1367114,1522925,1131567,1782865,1783594,2192169,1637030,1393485,1543245,1463239,1073193,2204497,1397913,1564269,2013372,1854200,1407247,2121171,1867884,1305810,1286677,1314199,1434081,1530692,1464104,1515911,1518664,1690248,1568402,1921361,1710268,2043166,1866093,1834672,2140094,1579606,1513247,1606732,661039,879889,1045682,1191365
65,1723979,1517592,1679149,1404137,1535157,1783734,1671255,1672146,1628476,1475820,1716219,1607769,2120790,1173297,1092945,1267878,1287571,1030713,1233929,1149101,1275089,1186920,1188284,2138573,2438091,2049652,2595520,2155107,2451248,2345775,2200628,2275998,2654469,1864522,1453299,1209263,1516342,1488234,1431544,1637555,1881393,1464975,1710982,2068834,1550729,1382752,1560498,1142198,1822075,1807608,2206358,1657661,1415042,1562946,1484785,1082607,2242224,1440602,1578806,2051160,1882084,1429128,2140699,1898081,1325660,1307783,1338263,1462894,1557146,1480705,1528853,1534805,1704351,1580185,1950893,1738920,2064534,1891350,1862888,2166710,1597019,1533670,1634998,670521,892775,1060984,1206086
66,1750207,1539863,1699729,1433797,1552528,1802753,1695885,1698640,1652342,1494653,1740330,1650964,2141493,1184335,1099243,1274172,1305786,1040267,1244250,1161622,1287328,1201882,1202083,2159642,2469498,2093030,2619806,2173909,2468964,2364023,2215202,2295323,2691587,1887658,1472446,1220828,1538146,1507740,1449326,1659223,1915140,1482990,1744242,2095178,1562097,1396901,1588939,1155222,1842428,1827578,2229204,1686898,1432212,1579821,1507865,1097701,2281878,1459038,1600603,2072800,1907678,1452918,2167699,1919585,1341593,1340117,1358875,1479712,1571110,1509220,1545613,1555133,1716849,1604067,1979022,1763352,2081413,1913656,1891065,2200441,1616482,1557124,1657722,681443,905717,1075911,1222042
67,1775091,1559560,1727193,1449598,1567709,1823237,1726968,1726762,1679703,1512778,1771362,1687396,2162532,1197909,1106568,1286571,1322819,1050578,1259293,1170678,1305048,1220104,1210994,2176131,2493619,2119588,2640437,2193169,2500527,2391105,2237618,2310283,2724879,1910201,1496150,1235391,1562542,1535084,1469480,1680542,1956256,1516087,1765076,2122126,1616605,1410947,1610802,1167008,1868508,1848624,2262552,1714282,1461045,1599422,1532533,1107200,2329778,1477485,1617567,2108443,1931708,1473524,2201971,1933566,1361022,1362055,1370682,1501838,1601866,1545012,1564215,1578255,1729056,1620006,2005990,1788488,2103273,1946819,1920517,2236072,1639404,1574108,1683928,691945,918271,1091006,1234517
68,1803855,1586033,1755600,1469854,1586233,1845439,1785600,1750133,1707912,1531878,1791304,1690223,2186194,1212799,1114036,1294881,1335509,1056158,1269589,1178748,1327082,1229890,1217510,2195949,2506632,2155842,2675299,2209150,2538616,2415156,2269896,2335800,2751423,1941281,1520381,1253368,1589543,1555365,1492383,1701887,1989360,1548188,1781219,2151663,1617367,1422783,1645494,1179213,1895950,1869623,2294064,1731364,1481628,1619879,1552451,1118885,2383975,1516943,1635488,2124094,1962940,1490653,2241623,1953031,1386521,1372949,1392836,1527246,1627979,1568304,1580214,1593646,1746983,1634017,2032716,1818059,2124651,1978412,1949637,2270218,1663768,1602546,1714051,703049,932223,1107745,1251797
69,1832367,1604990,1781350,1486647,1602519,1863053,1829640,1782067,1739368,1557547,1819427,1709758,2208841,1229535,1124695,1313003,1357040,1067586,1280206,1187037,1335925,1236713,1225614,2223331,2520752,2179795,2699265,2234215,2567434,2439183,2299338,2357782,2801174,1960321,1541538,1276657,1614618,1560691,1515740,1727050,2000688,1569334,1812462,2180608,1656421,1446542,1667856,1193336,1923393,1887035,2328701,1761149,1504479,1636630,1569976,1129740,2423974,1542607,1661464,2147386,1989085,1515457,2267951,1997104,1409351,1405259,1415083,1553231,1674783,1581356,1595498,1609069,1762028,1651471,2063414,1850864,2146648,2004048,1979390,2296755,1680609,1636022,1736325,712330,945071,1123271,1268710
70,1861722,1625523,1804567,1513000,1625245,1885650,1857824,1810990,1767662,1585316,1849332,1747659,2233901,1240666,1133231,1323435,1376742,1075110,1295949,1191900,1350972,1247142,1235323,2245341,2540290,2198681,2723393,2254967,2588443,2463865,2328870,2379437,2822624,1989455,1566924,1296620,1640417,1567763,1539564,1750840,2025311,1588269,1838712,2215865,1686539,1465337,1694955,1205550,1944415,1911124,2360067,1785193,1529701,1658171,1593997,1142062,2467270,1575193,1676662,2191977,2021842,1531766,2298298,2017981,1436842,1429213,1435275,1579403,1701248,1613414,1616935,1623774,1778679,1664958,2088457,1874407,2164671,2048408,2009330,2334531,1712548,1656399,1767586,722139,957481,1140402,1283929
71,1894223,1651112,1831237,1532288,1645937,1911866,1879156,1838473,1786876,1634515,1869867,1774050,2257172,1252544,1143628,1338144,1393095,1083647,1310285,1199142,1375765,1257444,1249040,2267082,2553875,2233597,2754947,2286892,2628903,2487004,2365595,2406467,2871801,2010854,1587052,1313449,1670138,1592427,1564518,1776509,2039371,1610133,1884242,2243008,1715122,1491699,1725869,1220858,1961325,1929021,2389928,1806318,1552004,1682786,1619477,1155473,2514913,1594314,1693255,2227460,2050755,1555088,2331454,2048283,1459000,1445967,1461323,1601537,1726039,1630326,1637542,1644378,1792245,1682073,2124415,1910835,2179659,2083577,2038378,2378217,1733222,1678171,1800570,733220,971592,1159345,1304143
72,1922774,1677021,1849749,1553086,1664443,1933445,1921881,1863128,1817219,1658645,1909880,1795428,2288285,1263315,1152487,1346241,1406641,1096096,1321596,1212958,1406405,1272908,1266178,2296215,2604374,2261443,2791917,2306940,2657450,2512275,2381547,2440325,2909066,2030647,1611929,1328455,1705884,1609141,1588463,1803651,2066736,1625015,1905805,2274408,1735029,1511664,1766331,1240744,1985609,1954847,2416544,1834494,1579962,1702096,1643757,1166511,2565107,1638267,1723638,2260424,2081444,1580265,2363936,2086330,1483049,1477932,1483743,1627591,1753070,1668094,1657386,1653802,1808917,1697574,2161822,1938789,2201598,2124962,2072653,2428725,1762291,1708269,1840138,745511,987608,1174809,1321166
73,1955200,1711548,1879937,1584395,1689668,1952245,1973955,1894110,1834748,1685795,1959665,1821617,2308841,1279207,1161042,1365972,1422594,1105317,1330624,1224416,1424288,1286758,1286385,2320559,2641430,2292568,2811402,2337088,2686159,2535483,2406832,2466705,2954996,2061366,1639230,1352882,1736876,1637614,1606361,1835759,2091511,1646035,1944005,2310528,1757594,1535516,1816157,1262455,2016460,1978784,2449674,1864090,1604952,1729359,1665074,1179277,2624986,1664869,1756617,2304390,2113321,1604349,2385832,2125143,1507532,1498847,1508442,1652669,1780270,1680957,1678516,1672873,1821628,1706004,2194889,1968591,2231700,2175540,2108270,2483822,1791424,1740024,1877839,756003,999223,1191500,1341543
74,1986363,1740014,1928298,1609478,1704808,1969568,2016613,1928828,1863843,1731633,1980000,1839585,2335685,1297223,1170624,1383563,1432537,1116557,1341055,1238170,1438109,1301300,1295245,2349333,2662432,2322547,2836186,2367307,2718558,2560995,2448155,2492433,3005731,2091670,1675401,1373461,1765539,1666736,1634538,1866903,2103484,1657747,1977711,2354249,1782764,1565252,1851505,1281360,2040935,2005626,2479372,1892781,1630841,1755840,1689235,1190657,2690195,1686855,1781138,2350519,2157281,1633402,2427271,2168352,1536357,1530541,1540991,1674097,1811344,1715261,1704194,1687187,1837518,1726627,2234512,2006746,2248597,2205559,2142596,2536510,1816588,1769965,1898665,769022,1009907,1208804,1360497
75,2015768,1769558,1963576,1643493,1728569,1988411,2060761,1952222,1902583,1758475,2020751,1871987,2368773,1314703,1182343,1398281,1458903,1127235,1358556,1243619,1459477,1310598,1314140,2378997,2683362,2372144,2877493,2391429,2756000,2595508,2485758,2513236,3058242,2114052,1705864,1393909,1795615,1707559,1667203,1897983,2153207,1679448,2017458,2403764,1847239,1580807,1891097,1298887,2064766,2034092,2504641,1925015,1662780,1781208,1714161,1207573,2744398,1705173,1799352,2386562,2202472,1660742,2451234,2205676,1565113,1554300,1570756,1704262,1844975,1744053,1724286,1706039,1850396,1751698,2279057,2031726,2275835,2249344,2181815,2581796,1845647,1803087,1937058,782858,1025674,1230053,1381602
76,2043566,1790876,1992062,1678762,1744823,2017493,2097929,1990005,1932435,1803975,2049277,1920728,2399694,1334651,1192442,1421505,1471607,1143811,1366042,1250935,1490791,1338924,1324348,2410458,2698787,2393958,2922610,2417631,2787946,2619478,2534235,2540359,3156497,2141484,1738108,1422260,1834761,1749300,1705284,1930321,2178293,1709492,2082571,2435822,1860827,1610863,1931874,1313850,2095645,2062472,2552907,1961161,1691221,1803451,1734919,1225450,2804965,1726063,1830792,2417185,2252222,1696693,2517831,2244839,1592603,1584278,1594786,1732918,1878698,1771000,1741265,1725979,1869314,1764376,2315907,2058977,2304933,2295758,2229479,2633545,1865361,1866605,1973513,794552,1042846,1250896,1401672
77,2073488,1813333,2026804,1706420,1767384,2047704,2153587,2026650,1962225,1853965,2079534,1944031,2436363,1355146,1202592,1438884,1488445,1157303,1385452,1267639,1523752,1354769,1333857,2439832,2730527,2435419,2960937,2446982,2826291,2644327,2572268,2572674,3241572,2167067,1777762,1449471,1871430,1759287,1734557,1961391,2214463,1729621,2116872,2485765,1906268,1641477,1966115,1326818,2121939,2092071,2587978,1989526,1721988,1826620,1769509,1242936,2888772,1755606,1866538,2464891,2292617,1727844,2545185,2285439,1623566,1616823,1619164,1759136,1920872,1794443,1760102,1752772,1890925,1780914,2352601,2092880,2334898,2328503,2269684,2697968,1897327,1910687,2011355,806895,1059482,1271930,1423597
78,2111485,1845603,2075063,1737480,1796075,2072060,2231960,2054865,1990825,1884113,2117163,1959631,2465808,1375636,1215253,1461476,1510852,1168283,1412213,1278531,1534642,1377734,1353439,2475145,2789895,2483276,2991135,2476002,2851051,2674445,2603305,2604773,3319999,2185291,1811892,1480303,1904093,1798023,1764949,1991115,2268761,1776144,2169379,2518320,1949344,1670110,2030679,1344611,2164707,2121869,2623154,2013268,1757187,1854777,1814612,1256877,2956951,1788739,1909828,2508520,2335763,1750620,2607580,2338490,1653948,1643120,1658659,1797775,1965122,1833850,1788505,1768471,1910858,1803185,2393540,2133056,2383869,2373293,2318066,2758781,1937014,1966223,2055439,819799,1077837,1296195,1445130
79,2151263,1881395,2120974,1760507,1828139,2110119,2240562,2098661,2037443,1914686,2169482,1981652,2495186,1399182,1224148,1479791,1525181,1188660,1439190,1288596,1553124,1404057,1374546,2521024,2821538,2517744,3028314,2521798,2878141,2707190,2634115,2638284,3427002,2214211,1840576,1501500,1941208,1837353,1791711,2024289,2291045,1800009,2188712,2558942,2038164,1698152,2087416,1364366,2195496,2154119,2665857,2065668,1789788,1882878,1853873,1276095,3038817,1826567,1938541,2547012,2388893,1781814,2632578,2388183,1689579,1693932,1691801,1839542,2003573,1886300,1814404,1801336,1932936,1823455,2444899,2168612,2420400,2431325,2372877,2826554,1962324,1990922,2094331,834171,1096803,1318355,1466808
80,2189632,1915635,2170100,1786377,1853155,2148380,2307725,2137983,2080099,1938743,2211102,2042707,2527038,1424077,1237772,1503744,1543164,1197109,1462468,1296988,1580269,1417482,1393316,2546281,2849307,2580967,3074437,2554676,2915555,2745030,2675198,2679411,3478881,2251197,1884531,1537959,1972099,1851197,1830330,2056667,2341069,1835191,2245939,2606106,2079510,1718810,2145111,1383972,2245034,2192873,2694717,2092950,1823642,1912565,1893269,1298141,3129385,1855136,1970846,2573721,2439249,1813050,2695960,2439792,1719245,1728192,1721126,1873349,2032076,1910840,1842031,1830463,1956756,1849153,2497230,2218200,2467056,2479831,2423180,2905649,1986537,2035128,2127623,849244,1117842,1343964,1488840
81,2232414,1946956,2221262,1810320,1885716,2183129,2343666,2193236,2116395,1992901,2272263,2076712,2554456,1450002,1251690,1524895,1567405,1220456,1484306,1318328,1619645,1446279,1416472,2591840,2927366,2611961,3136120,2591013,2954806,2786859,2730090,2722984,3538220,2285139,1923815,1571051,2024153,1879651,1868560,2089394,2367530,1870578,2263150,2654412,2118712,1763019,2182777,1408412,2288894,2249804,2739978,2124353,1854871,1944767,1935781,1311560,3227174,1891760,2007955,2737096,2491143,1850215,2734587,2480881,1749042,1758228,1771192,1914537,2066161,1966284,1865381,1864998,1982141,1872166,2554533,2270648,2522784,2553447,2484189,2966393,2039491,2072868,2180617,867836,1138589,1367526,1513497
82,2283657,1974720,2275616,1845675,1926139,2221356,2387106,2249519,2165886,2044038,2306275,2119425,2596337,1472548,1267901,1571113,1594662,1235112,1514327,1330627,1659154,1472643,1433181,2631860,2953221,2736620,3193852,2640633,2998727,2819517,2761381,2771378,3648572,2316736,1963392,1603419,2072222,1900066,1915773,2118758,2384967,1904897,2295183,2691887,2246978,1791542,2206372,1440821,2327628,2285488,2786577,2160006,1892196,1980930,1976436,1335323,3337099,1925084,2034596,2779049,2546255,1891863,2778604,2522558,1794457,1785154,1802193,1948623,2096695,2050291,1892928,1895405,2009468,1906703,2618044,2321336,2576887,2603359,2546580,3051916,2076801,2133377,2237116,887637,1160269,1395760,1539861
