Percentile,All Majors,General Agriculture,Agricultural Economics,Animal Sciences,Environment and Natural Resources,Architecture,"Area, Ethnic, and Civilization Studies",Communications,Journalism,Mass Media,Advertising and Public Relations,Communication Technologies,Computer Science,General Education,Elementary Education,Math and Science Teacher Education,Physical and Health Education Teaching,Early Childhood Education,Secondary Teacher Education,Special Needs Education,Social Science or History Teacher Education,Language and Drama Education,Art and Music Education,General Engineering,Aerospace Engineering,"Biological, Biomedical, and Environmental Engineering",Chemical Engineering,Civil Engineering,Computer Engineering,Electrical Engineering,Industrial and Manufacturing Engineering,Mechanical Engineering,Energy and Extraction Engineering,Engineering Technologies,Linguistics and Foreign Languages,Family and Consumer Sciences,English Language and Literature,Composition and Speech,Liberal Arts,Biology,Biochemistry and Molecular Biology,"Botany, Ecology, and Zoology","Microbiology, Physiology, Genetics, and Neuroscience",Mathematics and Statistics,Intercultural and International Studies,"Physical Fitness, Nutrition, and Sports Studies",Philosophy and Religious Studies,Theology and Religious Vocations,Earth and Other Physical Sciences,Chemistry,Physics,Multidisciplinary Science,Psychology,Criminology and Criminal Justice,Public Administration and Policy,Social Work,Economics,Anthropology and Archeology,Geography,International Relations,Political Science and Government,Sociology,Construction Services,Production and Transportation Technologies,Fine and Studio Arts,Drama and Theater Arts,Music,Commercial Art and Graphic Design,"Film, Video and Photographic Arts",Art History and Criticism,Health and Medical Administration,Medical Technologies and Assistance,Nursing,Treatment Therapy Professions,Accounting and Actuarial Science,Business Management and Administration,Operations and Logistics,International Business and Business Economics,Marketing and Marketing Research,Finance,Human Resources and Personnel Management,Hospitality Management,History,Some High School,High School Degree or GED,"Some College, No Degree",Associates Degree
48,1148246,1058441,1227669,973261,1115785,1264359,971556,1090292,1087550,995254,1126630,1052191,1623722,901686,828262,968746,953046,744868,956124,901686,930302,871957,874336,1671972,2013116,1488479,2060011,1745743,1982734,1945982,1719703,1896522,1966839,1426005,926091,778806,952556,944373,952542,1129753,1414070,970112,1202804,1393968,1024329,959933,960137,799050,1294020,1295385,1548320,1142790,928334,1143114,1017504,806167,1504574,888298,1138102,1221988,1250572,965969,1581421,1427253,797384,827131,827022,923275,965128,893497,1083510,1130493,1334634,1075036,1369707,1227321,1596099,1263240,1254814,1502449,1151464,1044486,1052105,391387,564159,692315,829532
49,1168074,1074928,1247214,986734,1129461,1289299,994707,1104454,1106343,1016201,1139493,1077156,1650403,913403,838669,975977,963966,756031,967204,911370,943460,883090,886109,1693118,2036578,1510081,2084696,1761212,2000080,1964564,1744016,1913892,1998923,1447492,943417,795512,967526,957996,967708,1151438,1435594,981744,1224884,1418435,1041367,980316,976927,808428,1317509,1315683,1572062,1164043,941511,1157757,1034785,816825,1534759,903946,1158002,1258405,1277590,981368,1602179,1456205,813277,837477,840221,938107,983894,906902,1102573,1145485,1349389,1094644,1390529,1247945,1615210,1290532,1276916,1529974,1165115,1067331,1069587,397834,573017,704884,840357
50,1190233,1095528,1266200,1009270,1144729,1311131,1008442,1121447,1119803,1032117,1159809,1101223,1671066,923813,848723,986958,973582,766225,983077,924560,953186,893080,896436,1715091,2062999,1534430,2106466,1779008,2022652,1983810,1767908,1925980,2031857,1466693,961597,809658,986823,975761,984839,1167010,1449038,1001725,1239234,1443088,1056792,994592,992514,822210,1332676,1332195,1595976,1185688,956342,1174053,1052477,828884,1565484,925325,1177432,1286834,1298488,998457,1621148,1472737,827563,852907,857027,957874,1005623,922963,1116609,1156290,1363829,1113363,1410059,1266443,1640571,1314628,1296026,1555239,1187912,1078696,1089386,404696,582760,717217,855330
51,1213227,1114907,1281626,1022457,1157137,1329975,1021683,1142200,1139484,1052254,1176458,1119551,1689819,933308,859362,1002329,984247,775666,996206,933367,966896,904721,908380,1738896,2090805,1559446,2132645,1793009,2037679,2001660,1782361,1943203,2082403,1485308,982076,823869,1005955,989058,999401,1184538,1458198,1020567,1254562,1475805,1072228,1010408,1008011,834863,1352038,1350339,1626209,1204468,972621,1188114,1067830,840395,1589404,933877,1188920,1309055,1324996,1015327,1637890,1490916,844447,875103,871157,975662,1019779,937938,1131493,1170820,1375067,1126759,1431603,1284514,1663769,1339603,1312035,1584173,1204852,1094525,1110655,411788,590701,729831,868324
52,1233510,1128946,1298581,1042754,1170105,1348522,1037181,1161169,1156996,1070090,1196102,1135543,1714759,945814,870583,1010423,999345,784172,1004961,945159,979128,915362,921976,1762001,2115275,1586035,2161563,1816166,2049687,2022000,1806496,1963847,2134244,1505409,997995,839329,1020223,1005063,1014871,1203803,1490009,1034895,1284341,1496490,1098813,1027227,1022407,847628,1381483,1368406,1669554,1222544,990488,1202840,1080272,848541,1622937,957070,1207236,1336483,1349540,1031561,1648992,1509061,859044,885993,885515,993070,1032111,953779,1146037,1180769,1388712,1140833,1458951,1304783,1680621,1361919,1330839,1606733,1222981,1107443,1131785,419380,601864,742114,881453
53,1253336,1144809,1318890,1062180,1189318,1367522,1056567,1181057,1175914,1088149,1218651,1156603,1738698,953460,883577,1023156,1013295,793382,1016697,952478,995873,924894,930891,1784117,2138844,1603983,2182130,1838416,2073961,2039947,1836791,1981608,2152130,1527726,1017301,856052,1039723,1018117,1027788,1219063,1508837,1051137,1299579,1521917,1126143,1041541,1040852,862331,1409716,1389287,1692956,1244083,1009415,1217821,1095535,857678,1652414,977074,1224246,1360655,1367930,1048400,1682548,1531038,875256,909591,905395,1008317,1052781,969263,1163032,1196124,1401301,1157171,1485543,1323891,1702909,1386843,1361861,1635478,1237277,1122678,1148859,427189,612548,755935,895087
54,1272334,1169133,1348012,1072600,1205545,1388936,1074869,1206910,1200755,1107993,1239696,1167895,1762640,966918,895789,1033128,1027972,802933,1025951,959326,1009643,938489,941373,1802719,2165666,1629637,2214260,1859724,2098460,2056853,1859666,1998123,2179690,1545088,1033781,866722,1057770,1032291,1040802,1234177,1526813,1068576,1314150,1549411,1136026,1051575,1071742,871841,1424701,1417733,1727290,1262936,1023869,1233495,1110362,867299,1687834,994583,1243038,1399278,1390632,1066104,1702341,1556349,892191,924756,921803,1023195,1075631,984913,1181409,1215099,1417696,1173070,1509945,1348929,1725124,1408572,1385497,1664441,1254687,1143336,1167431,434707,622745,767625,911050
55,1291455,1184680,1365174,1091399,1225681,1406583,1095963,1227037,1221657,1126175,1262755,1180696,1783835,977585,904279,1046020,1038919,814933,1032550,966969,1024855,953828,957203,1825647,2188603,1645038,2228211,1874222,2109808,2081119,1876657,2019307,2206216,1566455,1048201,879552,1074944,1044747,1055944,1249745,1554991,1084019,1339057,1573307,1145825,1065637,1093511,888101,1459544,1449386,1758854,1279316,1038461,1255055,1124509,878624,1721704,1017784,1255932,1426115,1413766,1076673,1732305,1572037,908231,932356,937233,1038480,1086844,1008007,1200610,1227863,1429944,1190553,1531665,1369272,1753547,1437685,1408245,1690501,1283075,1164099,1185259,442451,635012,779766,925121
56,1315518,1202161,1382174,1103028,1243178,1433772,1114997,1250802,1241592,1146526,1296520,1197800,1805555,987455,913547,1053980,1050341,826923,1043304,986010,1041302,965513,969241,1849065,2195787,1667333,2256954,1890777,2127679,2096790,1900631,2036376,2231310,1588972,1062355,891868,1089869,1069941,1071113,1267521,1581454,1103941,1351453,1602254,1176882,1080676,1111818,896950,1478996,1465110,1786071,1303495,1054966,1271939,1139645,890354,1747825,1035704,1268141,1463192,1432550,1090884,1754312,1598283,924060,952885,951296,1055838,1106392,1021964,1216656,1243145,1445177,1209081,1555041,1391374,1773321,1459490,1433037,1716931,1295926,1184274,1205412,450608,647038,790190,940059
57,1334366,1221527,1402658,1120694,1261154,1453417,1132020,1268734,1260738,1160509,1314038,1216171,1828192,1000490,923436,1062853,1056361,835745,1052649,998289,1058241,979455,978411,1868909,2217657,1698422,2286538,1908199,2153707,2112244,1923318,2052743,2255457,1610540,1087178,905075,1109804,1096428,1090692,1289000,1596356,1122969,1373293,1626363,1197737,1098250,1126411,913563,1502457,1491230,1813781,1317546,1068330,1291058,1153903,900238,1777243,1049142,1285737,1478003,1460693,1108049,1791386,1612870,936838,963612,970447,1072007,1119060,1037881,1232839,1256830,1458980,1225574,1576346,1413738,1790809,1481521,1457222,1750183,1314532,1201636,1226446,459784,658822,801773,952699
58,1360020,1239755,1416924,1148195,1283037,1474974,1165004,1292948,1285761,1175965,1336318,1237316,1850892,1011184,934339,1074812,1068949,845226,1063377,1007036,1070601,994540,988891,1899260,2234110,1731171,2314618,1924620,2176138,2129782,1940573,2072179,2268563,1628105,1108492,917178,1133921,1116317,1105985,1308271,1612063,1143109,1395485,1653912,1205088,1113698,1146353,923793,1514302,1506798,1836078,1331805,1085172,1310353,1166996,908405,1810651,1062684,1304377,1512848,1489394,1121294,1809154,1633656,954436,976574,984801,1092652,1138014,1057861,1257822,1273525,1475511,1242688,1600496,1438758,1817428,1513678,1481041,1776127,1324301,1222402,1247642,467374,670184,813674,968835
59,1381883,1259619,1434286,1162025,1295547,1492773,1182747,1317887,1304344,1193854,1358671,1258804,1876615,1022357,943593,1085798,1084602,854753,1069910,1015130,1086360,1004681,1003343,1919196,2251550,1760284,2332282,1940067,2200338,2145257,1963155,2090133,2296796,1649932,1122296,931956,1155337,1137229,1124662,1329415,1616241,1161701,1420320,1678435,1230735,1126653,1170522,933359,1528604,1523340,1861332,1357439,1101702,1327435,1192799,918943,1842209,1084287,1322296,1536319,1515371,1140797,1845252,1658084,972560,990911,1001731,1110725,1158295,1073218,1273418,1286081,1491457,1261999,1627895,1460266,1845282,1540936,1506788,1807399,1339823,1238145,1268881,475470,679931,828484,983491
60,1408676,1276712,1459949,1189947,1312599,1510394,1209604,1336742,1326235,1214788,1379119,1269402,1898277,1032512,952724,1099467,1094955,862443,1082395,1025483,1096200,1014019,1015663,1938425,2276136,1772999,2350913,1958168,2217441,2163527,1983627,2108911,2317774,1668624,1137633,947219,1175651,1153361,1143528,1347630,1633063,1186462,1445542,1704120,1246315,1141014,1184442,949167,1545815,1545889,1888834,1380884,1117503,1347744,1214719,928361,1876372,1110843,1352816,1549547,1545358,1157054,1872967,1699141,994102,1012123,1021226,1129184,1179284,1081602,1293332,1296551,1504787,1281510,1650850,1479632,1866818,1567108,1527502,1837285,1354669,1252381,1290692,483764,691219,842134,997811
61,1432473,1297494,1487975,1206492,1328446,1529154,1226313,1361755,1345013,1245005,1402891,1300152,1925078,1042183,961264,1114964,1107006,871263,1097783,1031828,1117937,1027575,1026645,1963195,2285895,1795271,2372327,1978451,2240896,2185404,2010777,2131775,2342548,1689590,1155846,958278,1194471,1176830,1160975,1363667,1650092,1197442,1465444,1737362,1276108,1154196,1211901,957884,1569505,1570520,1919810,1410474,1134250,1367178,1229178,940056,1913712,1127498,1368720,1587073,1573669,1173956,1904429,1734209,1011999,1022015,1037142,1147788,1203014,1117679,1312027,1313372,1520764,1304791,1678719,1499246,1893410,1598711,1556864,1864559,1374558,1274568,1315408,491796,702882,857105,1013039
62,1455949,1321876,1510401,1223986,1343200,1551094,1254304,1384766,1362827,1259107,1431822,1360469,1951256,1055007,971165,1124142,1121581,885046,1105759,1041462,1137304,1038768,1036978,1983630,2308187,1813836,2393569,1997170,2268653,2202904,2034971,2149701,2375520,1710728,1172625,972120,1221503,1188726,1179446,1385085,1671772,1221342,1494479,1770713,1293387,1174130,1243261,974694,1589421,1600715,1934145,1443808,1155511,1385915,1253322,950152,1950992,1152087,1386862,1605683,1597835,1191030,1923666,1757148,1031174,1037327,1051802,1168512,1223384,1130054,1332327,1329490,1536105,1329783,1704193,1525019,1916846,1622398,1582915,1902425,1391448,1296064,1343060,500382,716328,871332,1025137
63,1477949,1342354,1533009,1247315,1358569,1568104,1285128,1411232,1381017,1273899,1458506,1370484,1979581,1068546,980470,1138125,1137195,898285,1116344,1055000,1153042,1047911,1046638,2000260,2335111,1848624,2410761,2016110,2296745,2222993,2063271,2168561,2413994,1729551,1191926,984410,1240705,1201261,1198783,1407781,1695325,1246631,1519812,1800566,1325893,1191948,1262856,987388,1616823,1622925,1958121,1462089,1177907,1405553,1274427,958944,1987971,1177667,1403260,1650400,1618483,1211265,1946661,1781377,1045473,1052704,1066333,1186573,1252663,1149222,1346664,1342920,1551170,1349195,1730501,1547319,1938364,1658150,1608215,1943461,1412852,1311275,1366412,508275,727125,885003,1036207
64,1505714,1369151,1554067,1270703,1371366,1591203,1305548,1437828,1406288,1288139,1476079,1405356,2002700,1077899,991502,1150246,1150951,908471,1130104,1069981,1160921,1060236,1059757,2026449,2349143,1879943,2439977,2034647,2318726,2245631,2089412,2187957,2453122,1754631,1205439,1000329,1261037,1222243,1221825,1430060,1704775,1264054,1535316,1836944,1345102,1209222,1288294,1002618,1639410,1646351,1976938,1483892,1199919,1426463,1290064,967972,2021817,1187973,1421380,1665064,1644420,1227806,1975301,1806811,1064861,1069403,1081760,1209641,1276865,1163881,1365269,1357403,1568260,1367692,1755472,1569602,1954476,1669994,1637830,1970521,1431208,1334968,1387797,518334,739446,902623,1053875
65,1528569,1391319,1581681,1293485,1392503,1605955,1333671,1466633,1427044,1308214,1502522,1423546,2025070,1089159,1001447,1164246,1166941,916426,1144435,1078622,1170880,1070360,1068568,2048858,2377555,1907299,2468183,2054769,2345509,2273242,2107148,2209090,2486744,1772456,1222799,1020629,1283819,1252329,1242243,1452197,1718730,1286302,1557666,1864369,1352754,1228523,1314502,1018082,1661740,1671849,2006044,1509872,1218662,1446722,1313686,976859,2055297,1212598,1442106,1700094,1669066,1251525,2012496,1818419,1085216,1089564,1098541,1236174,1300593,1186282,1381570,1374814,1584630,1380665,1783726,1597186,1977652,1695376,1664660,2010277,1459511,1354488,1416998,527708,752799,917740,1070950
66,1555783,1406156,1606039,1310099,1413056,1625588,1352396,1491484,1449013,1334284,1523886,1438736,2046706,1101382,1011065,1173844,1185185,927507,1153794,1090336,1187463,1082151,1081128,2069594,2385261,1932064,2496725,2080364,2376406,2290102,2125160,2225214,2540091,1789629,1246884,1037097,1306494,1271905,1263200,1475260,1741184,1305826,1577946,1900448,1380694,1249328,1347619,1036602,1682961,1685389,2055888,1537778,1241225,1466547,1338830,986469,2092867,1226174,1463731,1734827,1702763,1277628,2041284,1843716,1107031,1113649,1117520,1263367,1331551,1216905,1399872,1387623,1598718,1402132,1813569,1622441,1991058,1723349,1695050,2039660,1493631,1377413,1440071,538177,766088,932607,1084951
67,1582322,1425872,1630187,1330380,1430764,1645857,1395556,1512975,1474287,1352854,1559133,1487743,2064192,1111599,1020659,1183648,1201022,937075,1170217,1099319,1198119,1100253,1091627,2092315,2421011,1952804,2522787,2103237,2397119,2312571,2145922,2250432,2573291,1814796,1268413,1050599,1333139,1297644,1286622,1504450,1765757,1323681,1596562,1934011,1395348,1265348,1374876,1055068,1717785,1704066,2085851,1552996,1263514,1489767,1359565,1000971,2116500,1252227,1488756,1764377,1732950,1300200,2075283,1864926,1131374,1134804,1139818,1284053,1345451,1237860,1420849,1398642,1612212,1420232,1843371,1644478,2014692,1750816,1725069,2078939,1518340,1408412,1468899,547399,777289,948396,1103496
68,1611262,1451406,1657474,1350684,1455258,1668609,1425056,1537840,1503337,1380002,1584355,1509073,2090833,1122062,1031834,1194175,1208843,950646,1180340,1107853,1216571,1109206,1101928,2116516,2434840,1974309,2548491,2120728,2435304,2331122,2160522,2270745,2607912,1840492,1298223,1064723,1359645,1335712,1307532,1530416,1789988,1349523,1611259,1962199,1417004,1282340,1404165,1068571,1742946,1733798,2107132,1578547,1285851,1513730,1380955,1012657,2160545,1281320,1508996,1831028,1770749,1320251,2106798,1895639,1147335,1155124,1155870,1306057,1368117,1254142,1441195,1420459,1627215,1438512,1872052,1673632,2040113,1787816,1757611,2107593,1535930,1426732,1497369,559189,788950,962002,1117940
69,1638437,1478391,1686064,1363660,1476537,1696895,1454569,1564506,1524253,1409455,1605768,1537680,2114355,1134627,1041332,1205351,1225748,962532,1195305,1116204,1227093,1120343,1112112,2144099,2464280,2006535,2585144,2138343,2458410,2353901,2187392,2292099,2637795,1862043,1321233,1079522,1384491,1356669,1332658,1553012,1822840,1380919,1634441,1990831,1442288,1300799,1431266,1082226,1770435,1765235,2139290,1603811,1303585,1539595,1407147,1023456,2194186,1295763,1528852,1855767,1804645,1343836,2134250,1924093,1177035,1174838,1174102,1331453,1416408,1277084,1462402,1433305,1642146,1458513,1903887,1702166,2060091,1815029,1787197,2147079,1563290,1452037,1526462,569087,800833,977650,1136856
70,1665885,1507014,1715265,1386945,1498339,1720867,1493864,1592209,1556265,1425527,1641602,1557290,2142852,1145569,1054485,1222501,1238086,974709,1210768,1126596,1248947,1137853,1130398,2167233,2480629,2038065,2611786,2159429,2477298,2383592,2208809,2314423,2663296,1884820,1338756,1100488,1405814,1382275,1349570,1582215,1852556,1395782,1652151,2024486,1456016,1322815,1460865,1097711,1794940,1790271,2173204,1625854,1329910,1558186,1427418,1037610,2240358,1318136,1554800,1911678,1843816,1365311,2158261,1946375,1199729,1197283,1193996,1349858,1441219,1303076,1481862,1452919,1661445,1482468,1940353,1734389,2081697,1851755,1821400,2179680,1587239,1471695,1564050,580716,815606,991926,1157586
71,1696225,1533627,1741834,1405050,1518333,1746706,1520701,1617993,1586542,1441526,1679269,1578955,2162537,1156819,1065365,1238192,1252346,986613,1223420,1136547,1264960,1154466,1141401,2189370,2496676,2074119,2640687,2185627,2516171,2408647,2240245,2339079,2694933,1904860,1356461,1120976,1438404,1395987,1372831,1608820,1885650,1421577,1670487,2049487,1489285,1340919,1497422,1117332,1833005,1825237,2204102,1655219,1351827,1578193,1451905,1049753,2288894,1340893,1572356,1960039,1877753,1387006,2182884,1980877,1219378,1217558,1216866,1369261,1459370,1346306,1501649,1477592,1676417,1500652,1970671,1764900,2109832,1879667,1856790,2217778,1607540,1498428,1593053,591345,829079,1008700,1175252
72,1730579,1561176,1770580,1448384,1531818,1776586,1557372,1648284,1613850,1467572,1713150,1611633,2188490,1171524,1075839,1251570,1271660,996592,1235514,1147420,1279259,1166850,1155506,2209256,2521936,2095857,2676761,2212900,2565497,2438317,2263305,2365886,2731746,1935700,1385160,1142871,1462970,1422597,1395162,1635338,1903928,1441158,1694816,2084449,1510665,1360395,1530455,1128914,1870797,1847620,2235531,1679565,1374573,1602669,1482987,1063978,2343501,1362374,1588794,1990314,1910145,1410884,2224885,2015355,1244695,1240170,1240172,1398756,1498482,1378239,1523320,1494230,1692245,1519884,2010966,1794276,2132724,1906599,1893252,2256079,1627853,1520185,1626109,600176,844594,1024685,1193715
73,1759579,1580357,1790478,1470868,1553718,1802360,1578851,1690665,1646132,1491240,1743103,1639080,2215371,1189117,1085649,1262312,1291454,1008470,1247512,1159492,1300716,1182409,1165124,2235739,2553297,2138034,2701922,2243027,2596264,2465571,2304369,2390992,2792223,1960281,1411431,1161871,1491374,1463915,1420982,1664468,1927911,1463528,1725120,2105727,1565356,1378032,1554961,1144240,1899500,1877385,2280835,1712042,1403125,1629523,1508783,1075728,2406991,1396654,1619305,2033458,1949580,1440133,2257739,2052944,1271832,1273007,1256140,1422399,1516214,1416160,1550244,1516424,1707327,1536700,2040946,1826105,2155444,1947200,1924392,2292696,1650405,1544081,1660282,610445,859598,1045065,1212679
74,1792091,1605667,1824089,1493737,1574330,1829699,1625400,1723138,1675800,1520773,1774486,1666428,2247244,1204366,1093434,1275485,1307522,1019626,1261379,1172007,1317181,1197032,1178154,2261869,2590519,2170433,2738338,2271514,2625194,2486369,2333173,2422281,2825723,1991423,1441650,1180683,1521296,1505330,1441781,1691836,1961513,1493642,1769415,2138695,1589442,1401868,1586328,1157390,1922740,1898101,2309325,1741179,1431820,1655176,1534429,1088917,2449423,1431960,1640935,2054697,1981499,1465831,2296018,2111742,1293882,1293273,1280524,1450836,1546248,1466417,1572091,1538906,1725604,1554621,2070133,1862107,2173203,1978022,1960395,2330126,1678106,1565585,1691144,621921,876879,1064629,1226993
75,1824525,1629628,1855650,1522081,1598831,1862019,1659895,1757712,1719153,1548105,1803699,1706889,2276113,1218618,1105420,1293479,1330111,1034616,1275933,1179649,1330335,1216571,1198084,2292324,2614870,2216494,2775213,2304040,2661357,2516668,2368682,2453306,2876810,2023826,1468618,1200669,1552097,1534030,1471181,1719237,1994565,1514183,1808416,2181807,1625643,1429075,1613128,1176559,1946630,1919248,2340441,1773240,1461098,1675831,1560998,1103832,2500925,1465407,1660383,2147583,2021664,1498764,2320096,2151912,1320143,1307079,1299548,1481798,1594136,1500434,1591801,1556176,1748190,1577225,2108355,1903593,2194588,2017272,1999876,2382603,1706192,1592552,1727525,634747,893422,1084772,1249229
76,1861951,1657589,1899222,1563415,1628749,1877592,1701245,1793277,1751093,1601673,1850271,1737735,2302977,1235312,1116437,1310546,1349273,1049602,1297183,1188773,1348323,1239345,1216462,2321377,2630884,2268457,2806865,2326702,2687331,2548706,2401742,2478499,2971998,2047482,1504278,1223749,1588626,1576065,1496658,1751555,2032114,1550894,1847019,2216955,1643364,1450478,1653601,1191962,1981036,1946284,2385495,1799364,1488042,1701748,1588267,1120847,2565116,1499396,1700713,2189325,2057909,1523161,2358201,2181486,1347650,1350554,1328333,1515431,1633167,1522875,1611777,1576016,1763961,1593533,2147783,1932502,2230764,2091813,2038412,2443585,1746818,1618356,1759539,648427,911436,1105813,1270430
77,1900317,1688583,1933889,1590723,1658084,1896590,1758214,1830978,1781670,1639940,1881783,1764450,2341812,1249695,1128509,1330615,1367655,1068217,1305468,1202697,1373988,1253003,1232687,2360938,2648759,2284595,2837265,2348276,2720759,2578447,2432938,2507894,3065094,2083644,1529214,1246614,1616655,1579140,1526031,1780629,2065600,1577312,1881495,2257339,1666600,1480873,1707095,1213287,2008149,1970955,2406387,1835177,1519502,1733346,1619881,1136603,2631292,1528523,1723132,2227504,2092465,1550901,2409080,2226584,1374165,1379052,1361550,1541213,1668338,1554552,1640200,1594819,1781532,1609855,2192078,1972025,2254057,2130822,2075571,2505411,1786114,1655974,1807267,663782,928203,1127316,1291596
78,1939811,1720633,1971081,1627363,1681091,1926853,1776246,1869302,1810009,1676980,1933304,1813769,2373732,1265481,1138470,1345993,1383795,1084527,1323006,1210020,1401662,1268438,1248780,2391612,2679499,2350408,2874594,2382300,2753425,2606687,2478780,2536947,3117363,2112699,1559769,1266093,1658509,1616030,1560141,1818093,2096532,1605844,1913071,2311915,1682042,1501700,1754704,1241801,2048623,2004006,2455884,1870298,1551737,1761504,1650194,1151329,2722918,1563694,1755914,2262446,2131772,1577937,2444925,2284179,1409820,1426593,1397971,1574296,1701217,1591182,1659718,1612800,1801650,1631405,2240258,2008040,2281235,2184623,2109385,2560346,1821408,1689779,1845242,677873,944994,1147757,1313295
79,1978942,1759410,2015392,1652176,1703142,1956074,1832505,1911172,1846288,1723870,1971535,1853654,2405975,1289588,1153268,1368137,1412685,1102177,1340358,1223698,1430364,1281355,1263260,2425047,2739144,2405061,2909044,2408147,2796131,2633853,2531308,2577878,3190315,2139155,1589473,1290534,1695428,1646687,1587290,1847513,2132628,1629319,1943725,2360634,1723548,1528594,1784356,1259505,2083391,2036708,2483900,1902544,1586774,1789481,1682452,1166159,2797316,1603960,1773045,2306920,2182328,1610755,2464627,2342220,1444256,1454086,1430860,1603842,1751745,1618156,1683989,1638016,1825302,1653690,2284694,2039824,2321271,2230331,2161863,2624845,1851103,1756308,1881834,691457,964056,1168548,1338733
80,2016183,1796391,2058932,1678109,1724358,1978784,1880838,1944482,1888368,1754613,2025969,1863309,2442147,1310760,1166876,1401917,1433501,1114407,1360376,1233030,1454934,1296659,1285163,2455190,2763677,2434953,2964728,2446376,2822614,2668008,2565434,2615283,3241372,2166840,1632885,1318458,1733875,1657008,1622967,1889716,2154522,1666460,1992777,2408477,1740930,1559617,1823135,1286687,2116296,2070795,2531883,1945797,1621100,1817404,1708691,1185151,2869265,1642701,1810677,2348435,2243418,1642846,2528341,2386458,1479208,1493648,1461355,1641867,1791559,1662953,1710659,1654316,1846051,1673418,2328783,2075816,2360948,2282529,2204778,2695761,1871815,1787326,1920602,707255,979609,1193242,1364342
81,2049028,1833312,2132044,1707625,1754790,2016568,1960745,1982477,1931424,1805399,2059458,1890829,2477413,1329021,1177995,1417488,1453650,1124586,1385699,1248236,1486737,1311226,1300498,2491083,2799332,2477944,3000671,2496518,2855749,2705773,2610059,2654960,3313556,2195015,1661545,1346079,1776371,1725945,1663835,1927260,2197159,1689776,2072119,2462842,1783668,1586886,1876794,1302570,2162624,2113194,2567378,1981561,1656645,1849883,1745262,1206396,2969517,1679647,1842253,2406896,2297976,1678490,2560009,2432381,1511714,1522305,1492014,1669580,1823533,1698538,1741521,1687716,1866577,1696991,2379495,2115475,2399297,2338334,2258151,2767111,1909190,1838691,1963850,724270,999146,1219228,1388617
82,2092004,1868931,2177914,1739712,1785851,2054924,2055086,2028329,1974175,1838422,2110442,1962158,2513732,1357580,1193964,1452405,1469423,1135408,1409437,1264600,1519340,1334743,1321102,2548039,2898993,2536449,3052397,2536255,2889607,2745087,2643559,2696782,3389361,2232004,1709369,1373917,1823708,1776254,1703519,1968520,2233360,1720553,2123459,2504968,1869975,1621279,1946169,1321855,2214235,2148041,2615840,2029688,1696314,1886258,1784929,1231234,3056189,1722091,1874565,2429897,2352993,1715673,2658839,2481594,1552641,1551634,1526711,1707376,1853020,1742222,1764768,1720105,1893859,1717186,2430525,2161071,2452463,2387133,2321453,2850399,1940752,1893554,2010051,742871,1020776,1247020,1416083
83,2141243,1903546,2238956,1784565,1828851,2087738,2103900,2070191,2020860,1905930,2170296,1982678,2548917,1379060,1209457,1468956,1493759,1144332,1430263,1286112,1544774,1360527,1349361,2586936,2933177,2668304,3120037,2580990,2948999,2789036,2699716,2750387,3460851,2272532,1758272,1396088,1867312,1824156,1744109,2013737,2281850,1762698,2158756,2565058,1890677,1661838,2006657,1349198,2259280,2192949,2674869,2062830,1734409,1920021,1832918,1247481,3154162,1748470,1920001,2498240,2405869,1751237,2744251,2532524,1586715,1603237,1568025,1745853,1906109,1786744,1791293,1748455,1918598,1746332,2493329,2222440,2498192,2451008,2380986,2930384,1973643,1937020,2057015,759854,1042933,1276281,1442768
84,2190338,1937532,2294524,1807647,1860129,2130665,2174759,2118808,2069016,1958900,2216359,2017854,2587918,1410003,1223975,1495533,1515666,1165153,1446709,1299192,1567254,1388059,1368291,2644214,2961861,2714214,3178874,2635426,2993525,2829829,2758804,2794411,3613439,2313374,1806476,1434242,1921826,1861085,1783481,2046366,2329282,1812390,2203317,2609864,1958836,1699944,2063761,1371276,2317619,2244771,2737516,2103696,1777953,1952884,1881552,1272819,3265182,1805002,1966047,2571692,2473157,1793440,2813082,2601388,1636571,1649733,1602754,1798464,1963725,1835836,1818689,1777325,1945323,1770868,2563823,2283730,2552066,2521154,2446815,3017852,2031924,1991042,2122715,776944,1069802,1306704,1474104
85,2248095,1979933,2361297,1853952,1904899,2186045,2233594,2182633,2119122,1999744,2291764,2069903,2634726,1445339,1240155,1526380,1544956,1193987,1481404,1316828,1593173,1409973,1385710,2692867,2987564,2755307,3236805,2693361,3057239,2879420,2813228,2844452,3727153,2358686,1855027,1478643,1968828,1910081,1829876,2090670,2408818,1848177,2247394,2672961,2055581,1744926,2110141,1403645,2345985,2297085,2792771,2140357,1827533,1996967,1930234,1299355,3384293,1852897,2006972,2806484,2539955,1843561,2868870,2646590,1677419,1682350,1661125,1845259,2003614,1917281,1860428,1807302,1972561,1799160,2633718,2343931,2609149,2600934,2522238,3128788,2080501,2076889,2176643,796297,1097880,1338564,1505714
